Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0]
42,42,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
43,43,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
44,44,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
45,45,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
46,46,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
47,47,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
48,48,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
49,49,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
50,50,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
51,51,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
52,52,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
53,53,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
54,54,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
55,55,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
56,56,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
57,57,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
58,58,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
59,59,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
60,60,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
61,61,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
62,62,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
63,63,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
64,64,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
65,65,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
66,66,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
67,67,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
68,68,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
69,69,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
70,70,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
71,71,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
72,72,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
73,73,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
74,74,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
75,75,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
76,76,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
77,77,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
78,78,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
79,79,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
80,80,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
81,81,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
82,82,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
83,83,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
84,84,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
85,85,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
86,86,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
87,87,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
88,88,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
89,89,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
90,90,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
91,91,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
92,92,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
93,93,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
94,94,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
95,95,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
96,96,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
97,97,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
98,98,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
99,99,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
100,100,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
101,101,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
102,102,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
103,103,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
104,104,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
105,105,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
106,106,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
107,107,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
108,108,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
109,109,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
110,110,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
111,111,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
112,112,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
113,113,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
114,114,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
115,115,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
116,116,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
117,117,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
118,118,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
119,119,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
120,120,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
121,121,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
122,122,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
123,123,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
124,124,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
125,125,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
126,126,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
127,127,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
128,128,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
129,129,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
130,130,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
131,131,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
132,132,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
133,133,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
134,134,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
135,135,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
136,136,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
137,137,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
138,138,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
139,139,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
140,140,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
141,141,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
142,142,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
143,143,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
144,144,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
145,145,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
146,146,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
147,147,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
148,148,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
149,149,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
150,150,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
151,151,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
152,152,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
153,153,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
154,154,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
155,155,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
156,156,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
157,157,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
158,158,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
159,159,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
160,160,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
161,161,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
162,162,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
163,163,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
164,164,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
165,165,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
166,166,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
167,167,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
168,168,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
169,169,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
170,170,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
171,171,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
172,172,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
173,173,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
174,174,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
175,175,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
176,176,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
177,177,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
178,178,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
