Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0]
2858,2858,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2859,2859,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2860,2860,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2861,2861,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2862,2862,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2863,2863,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2864,2864,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2865,2865,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2866,2866,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2867,2867,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2868,2868,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2869,2869,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2870,2870,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2871,2871,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2872,2872,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2873,2873,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2874,2874,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2875,2875,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2876,2876,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2877,2877,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2878,2878,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2879,2879,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2880,2880,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2881,2881,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2882,2882,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2883,2883,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2884,2884,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2885,2885,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2886,2886,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2887,2887,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2888,2888,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2889,2889,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2890,2890,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2891,2891,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2892,2892,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2893,2893,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2894,2894,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2895,2895,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2896,2896,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2897,2897,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2898,2898,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2899,2899,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2900,2900,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2901,2901,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2902,2902,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2903,2903,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2904,2904,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2905,2905,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2906,2906,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2907,2907,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2908,2908,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2909,2909,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2910,2910,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2911,2911,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2912,2912,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2913,2913,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2914,2914,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2915,2915,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2916,2916,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2917,2917,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2918,2918,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2919,2919,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2920,2920,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2921,2921,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2922,2922,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2923,2923,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2924,2924,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2925,2925,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2926,2926,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2927,2927,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2928,2928,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2929,2929,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2930,2930,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2931,2931,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2932,2932,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2933,2933,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2934,2934,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2935,2935,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2936,2936,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2937,2937,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2938,2938,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2939,2939,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2940,2940,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2941,2941,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2942,2942,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2943,2943,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2944,2944,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2945,2945,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2946,2946,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2947,2947,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2948,2948,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2949,2949,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2950,2950,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2951,2951,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2952,2952,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2953,2953,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2954,2954,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2955,2955,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2956,2956,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2957,2957,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2958,2958,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2959,2959,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2960,2960,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2961,2961,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2962,2962,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2963,2963,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2964,2964,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2965,2965,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2966,2966,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2967,2967,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2968,2968,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2969,2969,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2970,2970,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2971,2971,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2972,2972,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2973,2973,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2974,2974,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2975,2975,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2976,2976,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2977,2977,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2978,2978,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2979,2979,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2980,2980,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2981,2981,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2982,2982,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2983,2983,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2984,2984,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2985,2985,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2986,2986,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2987,2987,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2988,2988,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2989,2989,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2990,2990,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2991,2991,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2992,2992,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2993,2993,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2994,2994,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2995,2995,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2996,2996,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2997,2997,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2998,2998,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
2999,2999,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3000,3000,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3001,3001,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3002,3002,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3003,3003,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3004,3004,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3005,3005,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3006,3006,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3007,3007,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3008,3008,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3009,3009,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3010,3010,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3011,3011,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3012,3012,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3013,3013,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3014,3014,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3015,3015,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3016,3016,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3017,3017,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3018,3018,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3019,3019,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3020,3020,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3021,3021,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3022,3022,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3023,3023,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3024,3024,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3025,3025,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3026,3026,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3027,3027,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3028,3028,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3029,3029,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3030,3030,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3031,3031,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3032,3032,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3033,3033,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3034,3034,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3035,3035,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3036,3036,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3037,3037,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3038,3038,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3039,3039,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3040,3040,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3041,3041,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3042,3042,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
3043,3043,0,1,0,"ST_FFT",0,0,4,00000,1,1,010c,0,0,0,35391458,0,0,00000000,0,0,0,0ff0,021c07e2
