Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED
2001,2001,0,3,0,"ST_IFFT",1,1,2,003d8,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2002,2002,0,3,0,"ST_IFFT",1,1,2,003d9,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2003,2003,0,3,0,"ST_IFFT",1,1,2,003da,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2004,2004,0,3,0,"ST_IFFT",1,1,2,003db,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2005,2005,0,3,0,"ST_IFFT",1,1,2,003dc,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2006,2006,0,3,0,"ST_IFFT",1,1,2,003dd,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2007,2007,0,3,0,"ST_IFFT",1,1,2,003de,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2008,2008,0,3,0,"ST_IFFT",1,1,2,003df,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2009,2009,0,3,0,"ST_IFFT",1,1,2,003e0,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2010,2010,0,3,0,"ST_IFFT",1,1,2,003e1,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2011,2011,0,3,0,"ST_IFFT",1,1,2,003e2,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2012,2012,0,3,0,"ST_IFFT",1,1,2,003e3,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2013,2013,0,3,0,"ST_IFFT",1,1,2,003e4,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2014,2014,0,3,0,"ST_IFFT",1,1,2,003e5,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2015,2015,0,3,0,"ST_IFFT",1,1,2,003e6,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2016,2016,0,3,0,"ST_IFFT",1,1,2,003e7,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2017,2017,0,3,0,"ST_IFFT",1,1,2,003e8,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2018,2018,0,3,0,"ST_IFFT",1,1,2,003e9,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2019,2019,0,3,0,"ST_IFFT",1,1,2,003ea,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2020,2020,0,3,0,"ST_IFFT",1,1,2,003eb,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2021,2021,0,3,0,"ST_IFFT",1,1,2,003ec,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2022,2022,0,3,0,"ST_IFFT",1,1,2,003ed,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2023,2023,0,3,0,"ST_IFFT",1,1,2,003ee,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2024,2024,0,3,0,"ST_IFFT",1,1,2,003ef,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2025,2025,0,3,0,"ST_IFFT",1,1,2,003f0,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2026,2026,0,3,0,"ST_IFFT",1,1,2,003f1,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2027,2027,0,3,0,"ST_IFFT",1,1,2,003f2,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2028,2028,0,3,0,"ST_IFFT",1,1,2,003f3,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2029,2029,0,3,0,"ST_IFFT",1,1,2,003f4,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2030,2030,0,3,0,"ST_IFFT",1,1,2,003f5,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2031,2031,0,3,0,"ST_IFFT",1,1,2,003f6,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2032,2032,0,3,0,"ST_IFFT",1,1,2,003f7,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2033,2033,0,3,0,"ST_IFFT",1,1,2,003f8,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2034,2034,0,3,0,"ST_IFFT",1,1,2,003f9,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2035,2035,0,3,0,"ST_IFFT",1,1,2,003fa,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2036,2036,0,3,0,"ST_IFFT",1,1,2,003fb,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2037,2037,0,3,0,"ST_IFFT",1,1,2,003fc,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2038,2038,0,3,0,"ST_IFFT",1,1,2,003fd,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2039,2039,0,3,0,"ST_IFFT",1,1,2,003fe,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2040,2040,0,3,0,"ST_IFFT",1,1,2,003ff,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2041,2041,0,3,0,"ST_IFFT",1,1,2,00400,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2042,2042,0,3,0,"ST_IFFT",1,1,2,00401,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2043,2043,0,3,0,"ST_IFFT",1,1,2,00402,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2044,2044,0,3,0,"ST_IFFT",1,1,2,00403,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2045,2045,0,3,0,"ST_IFFT",1,1,2,00404,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2046,2046,0,3,0,"ST_IFFT",1,1,2,00405,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2047,2047,0,3,0,"ST_IFFT",1,1,2,00406,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2048,2048,0,3,0,"ST_IFFT",1,1,2,00407,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2049,2049,0,3,0,"ST_IFFT",1,1,2,00408,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2050,2050,0,3,0,"ST_IFFT",1,1,2,00409,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2051,2051,0,3,0,"ST_IFFT",1,1,2,0040a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2052,2052,0,3,0,"ST_IFFT",1,1,2,0040b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2053,2053,0,3,0,"ST_IFFT",1,1,2,0040c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2054,2054,0,3,0,"ST_IFFT",1,1,2,0040d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2055,2055,0,3,0,"ST_IFFT",1,1,2,0040e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2056,2056,0,3,0,"ST_IFFT",1,1,2,0040f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2057,2057,0,3,0,"ST_IFFT",1,1,2,00410,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2058,2058,0,3,0,"ST_IFFT",1,1,2,00411,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2059,2059,0,3,0,"ST_IFFT",1,1,2,00412,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2060,2060,0,3,0,"ST_IFFT",1,1,2,00413,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2061,2061,0,3,0,"ST_IFFT",1,1,2,00414,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2062,2062,0,3,0,"ST_IFFT",1,1,2,00415,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2063,2063,0,3,0,"ST_IFFT",1,1,2,00416,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2064,2064,0,3,0,"ST_IFFT",1,1,2,00417,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2065,2065,0,3,0,"ST_IFFT",1,1,2,00418,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2066,2066,0,3,0,"ST_IFFT",1,1,2,00419,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2067,2067,0,3,0,"ST_IFFT",1,1,2,0041a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2068,2068,0,3,0,"ST_IFFT",1,1,2,0041b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2069,2069,0,3,0,"ST_IFFT",1,1,2,0041c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2070,2070,0,3,0,"ST_IFFT",1,1,2,0041d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2071,2071,0,3,0,"ST_IFFT",1,1,2,0041e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2072,2072,0,3,0,"ST_IFFT",1,1,2,0041f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2073,2073,0,3,0,"ST_IFFT",1,1,2,00420,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2074,2074,0,3,0,"ST_IFFT",1,1,2,00421,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2075,2075,0,3,0,"ST_IFFT",1,1,2,00422,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2076,2076,0,3,0,"ST_IFFT",1,1,2,00423,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2077,2077,0,3,0,"ST_IFFT",1,1,2,00424,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2078,2078,0,3,0,"ST_IFFT",1,1,2,00425,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2079,2079,0,3,0,"ST_IFFT",1,1,2,00426,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2080,2080,0,3,0,"ST_IFFT",1,1,2,00427,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2081,2081,0,3,0,"ST_IFFT",1,1,2,00428,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2082,2082,0,3,0,"ST_IFFT",1,1,2,00429,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2083,2083,0,3,0,"ST_IFFT",1,1,2,0042a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2084,2084,0,3,0,"ST_IFFT",1,1,2,0042b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2085,2085,0,3,0,"ST_IFFT",1,1,2,0042c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2086,2086,0,3,0,"ST_IFFT",1,1,2,0042d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2087,2087,0,3,0,"ST_IFFT",1,1,2,0042e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2088,2088,0,3,0,"ST_IFFT",1,1,2,0042f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2089,2089,0,3,0,"ST_IFFT",1,1,2,00430,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2090,2090,0,3,0,"ST_IFFT",1,1,2,00431,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2091,2091,0,3,0,"ST_IFFT",1,1,2,00432,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2092,2092,0,3,0,"ST_IFFT",1,1,2,00433,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2093,2093,0,3,0,"ST_IFFT",1,1,2,00434,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2094,2094,0,3,0,"ST_IFFT",1,1,2,00435,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2095,2095,0,3,0,"ST_IFFT",1,1,2,00436,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2096,2096,0,3,0,"ST_IFFT",1,1,2,00437,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2097,2097,0,3,0,"ST_IFFT",1,1,2,00438,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2098,2098,0,3,0,"ST_IFFT",1,1,2,00439,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2099,2099,0,3,0,"ST_IFFT",1,1,2,0043a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2100,2100,0,3,0,"ST_IFFT",1,1,2,0043b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2101,2101,0,3,0,"ST_IFFT",1,1,2,0043c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2102,2102,0,3,0,"ST_IFFT",1,1,2,0043d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2103,2103,0,3,0,"ST_IFFT",1,1,2,0043e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2104,2104,0,3,0,"ST_IFFT",1,1,2,0043f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2105,2105,0,3,0,"ST_IFFT",1,1,2,00440,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2106,2106,0,3,0,"ST_IFFT",1,1,2,00441,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2107,2107,0,3,0,"ST_IFFT",1,1,2,00442,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2108,2108,0,3,0,"ST_IFFT",1,1,2,00443,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2109,2109,0,3,0,"ST_IFFT",1,1,2,00444,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2110,2110,0,3,0,"ST_IFFT",1,1,2,00445,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2111,2111,0,3,0,"ST_IFFT",1,1,2,00446,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2112,2112,0,3,0,"ST_IFFT",1,1,2,00447,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2113,2113,0,3,0,"ST_IFFT",1,1,2,00448,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2114,2114,0,3,0,"ST_IFFT",1,1,2,00449,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2115,2115,0,3,0,"ST_IFFT",1,1,2,0044a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2116,2116,0,3,0,"ST_IFFT",1,1,2,0044b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2117,2117,0,3,0,"ST_IFFT",1,1,2,0044c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2118,2118,0,3,0,"ST_IFFT",1,1,2,0044d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2119,2119,0,3,0,"ST_IFFT",1,1,2,0044e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2120,2120,0,3,0,"ST_IFFT",1,1,2,0044f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2121,2121,0,3,0,"ST_IFFT",1,1,2,00450,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2122,2122,0,3,0,"ST_IFFT",1,1,2,00451,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2123,2123,0,3,0,"ST_IFFT",1,1,2,00452,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2124,2124,0,3,0,"ST_IFFT",1,1,2,00453,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2125,2125,0,3,0,"ST_IFFT",1,1,2,00454,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2126,2126,0,3,0,"ST_IFFT",1,1,2,00455,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2127,2127,0,3,0,"ST_IFFT",1,1,2,00456,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2128,2128,0,3,0,"ST_IFFT",1,1,2,00457,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2129,2129,0,3,0,"ST_IFFT",1,1,2,00458,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2130,2130,0,3,0,"ST_IFFT",1,1,2,00459,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2131,2131,0,3,0,"ST_IFFT",1,1,2,0045a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2132,2132,0,3,0,"ST_IFFT",1,1,2,0045b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2133,2133,0,3,0,"ST_IFFT",1,1,2,0045c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2134,2134,0,3,0,"ST_IFFT",1,1,2,0045d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2135,2135,0,3,0,"ST_IFFT",1,1,2,0045e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2136,2136,0,3,0,"ST_IFFT",1,1,2,0045f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2137,2137,0,3,0,"ST_IFFT",1,1,2,00460,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2138,2138,0,3,0,"ST_IFFT",1,1,2,00461,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2139,2139,0,3,0,"ST_IFFT",1,1,2,00462,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2140,2140,0,3,0,"ST_IFFT",1,1,2,00463,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2141,2141,0,3,0,"ST_IFFT",1,1,2,00464,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2142,2142,0,3,0,"ST_IFFT",1,1,2,00465,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2143,2143,0,3,0,"ST_IFFT",1,1,2,00466,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2144,2144,0,3,0,"ST_IFFT",1,1,2,00467,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2145,2145,0,3,0,"ST_IFFT",1,1,2,00468,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2146,2146,0,3,0,"ST_IFFT",1,1,2,00469,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2147,2147,0,3,0,"ST_IFFT",1,1,2,0046a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2148,2148,0,3,0,"ST_IFFT",1,1,2,0046b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2149,2149,0,3,0,"ST_IFFT",1,1,2,0046c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2150,2150,0,3,0,"ST_IFFT",1,1,2,0046d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2151,2151,0,3,0,"ST_IFFT",1,1,2,0046e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2152,2152,0,3,0,"ST_IFFT",1,1,2,0046f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2153,2153,0,3,0,"ST_IFFT",1,1,2,00470,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2154,2154,0,3,0,"ST_IFFT",1,1,2,00471,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2155,2155,0,3,0,"ST_IFFT",1,1,2,00472,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2156,2156,0,3,0,"ST_IFFT",1,1,2,00473,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2157,2157,0,3,0,"ST_IFFT",1,1,2,00474,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2158,2158,0,3,0,"ST_IFFT",1,1,2,00475,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2159,2159,0,3,0,"ST_IFFT",1,1,2,00476,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2160,2160,0,3,0,"ST_IFFT",1,1,2,00477,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2161,2161,0,3,0,"ST_IFFT",1,1,2,00478,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2162,2162,0,3,0,"ST_IFFT",1,1,2,00479,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2163,2163,0,3,0,"ST_IFFT",1,1,2,0047a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2164,2164,0,3,0,"ST_IFFT",1,1,2,0047b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2165,2165,0,3,0,"ST_IFFT",1,1,2,0047c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2166,2166,0,3,0,"ST_IFFT",1,1,2,0047d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2167,2167,0,3,0,"ST_IFFT",1,1,2,0047e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2168,2168,0,3,0,"ST_IFFT",1,1,2,0047f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2169,2169,0,3,0,"ST_IFFT",1,1,2,00480,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2170,2170,0,3,0,"ST_IFFT",1,1,2,00481,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2171,2171,0,3,0,"ST_IFFT",1,1,2,00482,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2172,2172,0,3,0,"ST_IFFT",1,1,2,00483,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2173,2173,0,3,0,"ST_IFFT",1,1,2,00484,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2174,2174,0,3,0,"ST_IFFT",1,1,2,00485,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2175,2175,0,3,0,"ST_IFFT",1,1,2,00486,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2176,2176,0,3,0,"ST_IFFT",1,1,2,00487,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2177,2177,0,3,0,"ST_IFFT",1,1,2,00488,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2178,2178,0,3,0,"ST_IFFT",1,1,2,00489,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2179,2179,0,3,0,"ST_IFFT",1,1,2,0048a,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2180,2180,0,3,0,"ST_IFFT",1,1,2,0048b,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2181,2181,0,3,0,"ST_IFFT",1,1,2,0048c,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2182,2182,0,3,0,"ST_IFFT",1,1,2,0048d,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2183,2183,0,3,0,"ST_IFFT",1,1,2,0048e,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2184,2184,0,3,0,"ST_IFFT",1,1,2,0048f,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2185,2185,0,3,0,"ST_IFFT",1,1,2,00490,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
2186,2186,0,3,0,"ST_IFFT",1,1,2,00491,1,0,000c,0,0,0,4281079004,0,0,0,0,0,0,0ff0,4281079004
