Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acq_data_fifo_m_axis_tvalid,i_system_wrapper/system_i/acq_l1_data_slice_Dout[15:0],i_system_wrapper/system_i/acq_l5_data_slice_Dout[15:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tdata[31:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX
84,84,0,0,fff2,0000,fefff9e7,1
85,85,0,0,fff2,0000,fefff9e7,0
86,86,0,0,fff2,0000,fefff9e7,0
87,87,0,0,fff2,0000,fefff9e7,0
88,88,0,0,fff2,0000,fefff9e7,0
89,89,0,0,fff2,0000,00fefbe9,1
90,90,0,0,fff2,0000,00fefbe9,0
91,91,0,0,fff2,0000,00fefbe9,0
92,92,0,0,fff2,0000,00fefbe9,0
93,93,0,0,fff2,0000,00fefbe9,0
94,94,0,0,fff2,0000,0402fae4,1
95,95,0,0,fff2,0000,0402fae4,0
96,96,0,0,fff2,0000,0402fae4,0
97,97,0,0,fff2,0000,0402fae4,0
98,98,0,0,fff2,0000,000002e7,1
99,99,0,0,fff2,0000,000002e7,0
100,100,0,0,fff2,0000,000002e7,0
101,101,0,0,fff2,0000,000002e7,0
102,102,0,0,fff2,0000,000002e7,0
103,103,0,0,fff2,0000,fe02fce6,1
104,104,0,0,fff2,0000,fe02fce6,0
105,105,0,0,fff2,0000,fe02fce6,0
106,106,0,0,fff2,0000,fe02fce6,0
107,107,0,0,fff2,0000,fe00ffe8,1
108,108,0,0,fff2,0000,fe00ffe8,0
109,109,0,0,fff2,0000,fe00ffe8,0
110,110,0,0,fff2,0000,fe00ffe8,0
111,111,0,0,fff2,0000,fe00ffe8,0
112,112,0,1,ff06,00ff,fc00fde7,1
113,113,0,0,ff06,00ff,fc00fde7,0
114,114,0,0,ff06,00ff,fc00fde7,0
115,115,0,0,ff06,00ff,fc00fde7,0
116,116,0,0,ff06,00ff,fc00fde7,0
117,117,0,0,ff06,00ff,fd0004ea,1
118,118,0,0,ff06,00ff,fd0004ea,0
119,119,0,0,ff06,00ff,fd0004ea,0
120,120,0,0,ff06,00ff,fd0004ea,0
121,121,0,0,ff06,00ff,ffff02eb,1
122,122,0,0,ff06,00ff,ffff02eb,0
123,123,0,0,ff06,00ff,ffff02eb,0
124,124,0,0,ff06,00ff,ffff02eb,0
125,125,0,0,ff06,00ff,ffff02eb,0
126,126,0,0,ff06,00ff,000000e5,1
127,127,0,0,ff06,00ff,000000e5,0
128,128,0,0,ff06,00ff,000000e5,0
129,129,0,0,ff06,00ff,000000e5,0
130,130,0,0,ff06,00ff,0101fae8,1
131,131,0,0,ff06,00ff,0101fae8,0
132,132,0,0,ff06,00ff,0101fae8,0
133,133,0,0,ff06,00ff,0101fae8,0
134,134,0,0,ff06,00ff,0101fae8,0
135,135,0,0,ff06,00ff,ff01ffe8,1
136,136,0,0,ff06,00ff,ff01ffe8,0
137,137,0,0,ff06,00ff,ff01ffe8,0
138,138,0,0,ff06,00ff,ff01ffe8,0
139,139,0,0,ff06,00ff,ff01fbe9,1
140,140,0,0,ff06,00ff,ff01fbe9,0
141,141,0,0,ff06,00ff,ff01fbe9,0
142,142,0,0,ff06,00ff,ff01fbe9,0
143,143,0,0,ff06,00ff,ff01fbe9,0
144,144,0,0,ff06,00ff,0101fce8,1
145,145,0,0,ff06,00ff,0101fce8,0
146,146,0,0,ff06,00ff,0101fce8,0
147,147,0,0,ff06,00ff,0101fce8,0
148,148,0,0,ff06,00ff,0101fce8,0
149,149,0,0,ff06,00ff,fffffde7,1
150,150,0,0,ff06,00ff,fffffde7,0
151,151,0,0,ff06,00ff,fffffde7,0
152,152,0,0,ff06,00ff,fffffde7,0
153,153,0,0,ff06,00ff,fefeffe6,1
154,154,0,0,ff06,00ff,fefeffe6,0
155,155,0,0,ff06,00ff,fefeffe6,0
156,156,0,0,ff06,00ff,fefeffe6,0
157,157,0,0,ff06,00ff,fefeffe6,0
158,158,0,0,ff06,00ff,02fcfce7,1
159,159,0,0,ff06,00ff,02fcfce7,0
160,160,0,0,ff06,00ff,02fcfce7,0
161,161,0,0,ff06,00ff,02fcfce7,0
162,162,0,0,ff06,00ff,0001fde7,1
163,163,0,0,ff06,00ff,0001fde7,0
164,164,0,0,ff06,00ff,0001fde7,0
165,165,0,0,ff06,00ff,0001fde7,0
166,166,0,0,ff06,00ff,0001fde7,0
167,167,0,0,ff06,00ff,fd00fee4,1
168,168,0,0,ff06,00ff,fd00fee4,0
169,169,0,0,ff06,00ff,fd00fee4,0
170,170,0,0,ff06,00ff,fd00fee4,0
171,171,0,0,ff06,00ff,fffffeea,1
172,172,0,0,ff06,00ff,fffffeea,0
173,173,0,0,ff06,00ff,fffffeea,0
174,174,0,0,ff06,00ff,fffffeea,0
175,175,0,0,ff06,00ff,fffffeea,0
176,176,0,0,ff06,00ff,0003fae6,1
177,177,0,0,ff06,00ff,0003fae6,0
178,178,0,0,ff06,00ff,0003fae6,0
179,179,0,0,ff06,00ff,0003fae6,0
180,180,0,0,ff06,00ff,0003fae6,0
181,181,0,0,ff06,00ff,ff0200e7,1
182,182,0,0,ff06,00ff,ff0200e7,0
183,183,0,0,ff06,00ff,ff0200e7,0
184,184,0,0,ff06,00ff,ff0200e7,0
185,185,0,0,ff06,00ff,ff00ffe9,1
186,186,0,0,ff06,00ff,ff00ffe9,0
187,187,0,0,ff06,00ff,ff00ffe9,0
188,188,0,0,ff06,00ff,ff00ffe9,0
189,189,0,0,ff06,00ff,ff00ffe9,0
190,190,0,0,ff06,00ff,020002e5,1
191,191,0,0,ff06,00ff,020002e5,0
192,192,0,0,ff06,00ff,020002e5,0
193,193,0,0,ff06,00ff,020002e5,0
194,194,0,0,ff06,00ff,01fefbea,1
195,195,0,0,ff06,00ff,01fefbea,0
196,196,0,0,ff06,00ff,01fefbea,0
197,197,0,0,ff06,00ff,01fefbea,0
198,198,0,0,ff06,00ff,01fefbea,0
199,199,0,0,ff06,00ff,fd00fce7,1
200,200,0,0,ff06,00ff,fd00fce7,0
201,201,0,0,ff06,00ff,fd00fce7,0
202,202,0,0,ff06,00ff,fd00fce7,0
203,203,0,0,ff06,00ff,fd00fce7,0
204,204,0,1,ff0b,ffff,fffefce6,1
205,205,0,0,ff0b,ffff,fffefce6,0
206,206,0,0,ff0b,ffff,fffefce6,0
207,207,0,0,ff0b,ffff,fffefce6,0
208,208,0,0,ff0b,ffff,fdfeffe8,1
209,209,0,0,ff0b,ffff,fdfeffe8,0
210,210,0,0,ff0b,ffff,fdfeffe8,0
211,211,0,0,ff0b,ffff,fdfeffe8,0
212,212,0,0,ff0b,ffff,fdfeffe8,0
213,213,0,0,ff0b,ffff,fffbfde9,1
214,214,0,0,ff0b,ffff,fffbfde9,0
215,215,0,0,ff0b,ffff,fffbfde9,0
216,216,0,0,ff0b,ffff,fffbfde9,0
217,217,0,0,ff0b,ffff,00fefee6,1
218,218,0,0,ff0b,ffff,00fefee6,0
219,219,0,0,ff0b,ffff,00fefee6,0
220,220,0,0,ff0b,ffff,00fefee6,0
221,221,0,0,ff0b,ffff,00fefee6,0
222,222,0,0,ff0b,ffff,fffdfce7,1
223,223,0,0,ff0b,ffff,fffdfce7,0
224,224,0,0,ff0b,ffff,fffdfce7,0
225,225,0,0,ff0b,ffff,fffdfce7,0
226,226,0,0,ff0b,ffff,01ff01e7,1
227,227,0,0,ff0b,ffff,01ff01e7,0
228,228,0,0,ff0b,ffff,01ff01e7,0
229,229,0,0,ff0b,ffff,01ff01e7,0
230,230,0,0,ff0b,ffff,01ff01e7,0
231,231,0,0,ff0b,ffff,00fe00e7,1
232,232,0,0,ff0b,ffff,00fe00e7,0
233,233,0,0,ff0b,ffff,00fe00e7,0
234,234,0,0,ff0b,ffff,00fe00e7,0
235,235,0,0,ff0b,ffff,00fe00e7,0
236,236,0,0,ff0b,ffff,01fe00ec,1
237,237,0,0,ff0b,ffff,01fe00ec,0
238,238,0,0,ff0b,ffff,01fe00ec,0
239,239,0,0,ff0b,ffff,01fe00ec,0
240,240,0,0,ff0b,ffff,03ffffe6,1
241,241,0,0,ff0b,ffff,03ffffe6,0
242,242,0,0,ff0b,ffff,03ffffe6,0
243,243,0,0,ff0b,ffff,03ffffe6,0
244,244,0,0,ff0b,ffff,03ffffe6,0
245,245,0,0,ff0b,ffff,00ff00e9,1
246,246,0,0,ff0b,ffff,00ff00e9,0
247,247,0,0,ff0b,ffff,00ff00e9,0
248,248,0,0,ff0b,ffff,00ff00e9,0
249,249,0,0,ff0b,ffff,00fffbe9,1
250,250,0,0,ff0b,ffff,00fffbe9,0
251,251,0,0,ff0b,ffff,00fffbe9,0
252,252,0,0,ff0b,ffff,00fffbe9,0
253,253,0,0,ff0b,ffff,00fffbe9,0
254,254,0,0,ff0b,ffff,0001fde9,1
255,255,0,0,ff0b,ffff,0001fde9,0
256,256,0,0,ff0b,ffff,0001fde9,0
257,257,0,0,ff0b,ffff,0001fde9,0
258,258,0,0,ff0b,ffff,fffffce6,1
259,259,0,0,ff0b,ffff,fffffce6,0
260,260,0,0,ff0b,ffff,fffffce6,0
261,261,0,0,ff0b,ffff,fffffce6,0
262,262,0,0,ff0b,ffff,fffffce6,0
263,263,0,0,ff0b,ffff,00fffc08,1
264,264,0,0,ff0b,ffff,00fffc08,0
265,265,0,0,ff0b,ffff,00fffc08,0
266,266,0,0,ff0b,ffff,00fffc08,0
267,267,0,0,ff0b,ffff,00fffc08,0
268,268,0,0,ff0b,ffff,0002fc18,1
269,269,0,0,ff0b,ffff,0002fc18,0
270,270,0,0,ff0b,ffff,0002fc18,0
271,271,0,0,ff0b,ffff,0002fc18,0
272,272,0,0,ff0b,ffff,fefefe17,1
273,273,0,0,ff0b,ffff,fefefe17,0
274,274,0,0,ff0b,ffff,fefefe17,0
275,275,0,0,ff0b,ffff,fefefe17,0
276,276,0,0,ff0b,ffff,fefefe17,0
277,277,0,0,ff0b,ffff,01fefc18,1
278,278,0,0,ff0b,ffff,01fefc18,0
279,279,0,0,ff0b,ffff,01fefc18,0
280,280,0,0,ff0b,ffff,01fefc18,0
281,281,0,0,ff0b,ffff,01fffd14,1
282,282,0,0,ff0b,ffff,01fffd14,0
283,283,0,0,ff0b,ffff,01fffd14,0
284,284,0,0,ff0b,ffff,01fffd14,0
285,285,0,0,ff0b,ffff,01fffd14,0
286,286,0,0,ff0b,ffff,01fdff14,1
287,287,0,0,ff0b,ffff,01fdff14,0
288,288,0,0,ff0b,ffff,01fdff14,0
289,289,0,0,ff0b,ffff,01fdff14,0
290,290,0,0,ff0b,ffff,0000fe13,1
291,291,0,0,ff0b,ffff,0000fe13,0
292,292,0,0,ff0b,ffff,0000fe13,0
293,293,0,0,ff0b,ffff,0000fe13,0
294,294,0,0,ff0b,ffff,0000fe13,0
295,295,0,1,ff0b,ffff,0000fd15,1
296,296,0,0,ff0b,ffff,0000fd15,0
297,297,0,0,ff0b,ffff,0000fd15,0
298,298,0,0,ff0b,ffff,0000fd15,0
299,299,0,0,ff0b,ffff,0000fd15,0
300,300,0,0,ff0b,ffff,03ff0216,1
301,301,0,0,ff0b,ffff,03ff0216,0
302,302,0,0,ff0b,ffff,03ff0216,0
303,303,0,0,ff0b,ffff,03ff0216,0
304,304,0,0,ff0b,ffff,0300fe18,1
305,305,0,0,ff0b,ffff,0300fe18,0
306,306,0,0,ff0b,ffff,0300fe18,0
307,307,0,0,ff0b,ffff,0300fe18,0
308,308,0,0,ff0b,ffff,0300fe18,0
309,309,0,0,ff0b,ffff,fe01fb17,1
310,310,0,0,ff0b,ffff,fe01fb17,0
311,311,0,0,ff0b,ffff,fe01fb17,0
312,312,0,0,ff0b,ffff,fe01fb17,0
313,313,0,0,ff0b,ffff,fdfffa13,1
314,314,0,0,ff0b,ffff,fdfffa13,0
315,315,0,0,ff0b,ffff,fdfffa13,0
316,316,0,0,ff0b,ffff,fdfffa13,0
317,317,0,0,ff0b,ffff,fdfffa13,0
318,318,0,0,ff0b,ffff,00fdfb15,1
319,319,0,0,ff0b,ffff,00fdfb15,0
320,320,0,0,ff0b,ffff,00fdfb15,0
321,321,0,0,ff0b,ffff,00fdfb15,0
322,322,0,0,ff0b,ffff,00fdfb15,0
323,323,0,0,ff0b,ffff,fffef915,1
324,324,0,0,ff0b,ffff,fffef915,0
325,325,0,0,ff0b,ffff,fffef915,0
326,326,0,0,ff0b,ffff,fffef915,0
327,327,0,0,ff0b,ffff,00fffb15,1
328,328,0,0,ff0b,ffff,00fffb15,0
329,329,0,0,ff0b,ffff,00fffb15,0
330,330,0,0,ff0b,ffff,00fffb15,0
331,331,0,0,ff0b,ffff,00fffb15,0
332,332,0,0,ff0b,ffff,01fffe14,1
333,333,0,0,ff0b,ffff,01fffe14,0
334,334,0,0,ff0b,ffff,01fffe14,0
335,335,0,0,ff0b,ffff,01fffe14,0
336,336,0,0,ff0b,ffff,00fefd15,1
337,337,0,0,ff0b,ffff,00fefd15,0
338,338,0,0,ff0b,ffff,00fefd15,0
339,339,0,0,ff0b,ffff,00fefd15,0
340,340,0,0,ff0b,ffff,00fefd15,0
341,341,0,0,ff0b,ffff,01fe0017,1
342,342,0,0,ff0b,ffff,01fe0017,0
343,343,0,0,ff0b,ffff,01fe0017,0
344,344,0,0,ff0b,ffff,01fe0017,0
345,345,0,0,ff0b,ffff,ff020018,1
346,346,0,0,ff0b,ffff,ff020018,0
347,347,0,0,ff0b,ffff,ff020018,0
348,348,0,0,ff0b,ffff,ff020018,0
349,349,0,0,ff0b,ffff,ff020018,0
350,350,0,0,ff0b,ffff,0201fe17,1
351,351,0,0,ff0b,ffff,0201fe17,0
352,352,0,0,ff0b,ffff,0201fe17,0
353,353,0,0,ff0b,ffff,0201fe17,0
354,354,0,0,ff0b,ffff,0201fe17,0
355,355,0,0,ff0b,ffff,fdfefe15,1
356,356,0,0,ff0b,ffff,fdfefe15,0
357,357,0,0,ff0b,ffff,fdfefe15,0
358,358,0,0,ff0b,ffff,fdfefe15,0
359,359,0,0,ff0b,ffff,00fffb17,1
360,360,0,0,ff0b,ffff,00fffb17,0
361,361,0,0,ff0b,ffff,00fffb17,0
362,362,0,0,ff0b,ffff,00fffb17,0
363,363,0,0,ff0b,ffff,00fffb17,0
364,364,0,0,ff0b,ffff,fffe011a,1
365,365,0,0,ff0b,ffff,fffe011a,0
366,366,0,0,ff0b,ffff,fffe011a,0
367,367,0,0,ff0b,ffff,fffe011a,0
368,368,0,0,ff0b,ffff,00fe0118,1
369,369,0,0,ff0b,ffff,00fe0118,0
370,370,0,0,ff0b,ffff,00fe0118,0
371,371,0,0,ff0b,ffff,00fe0118,0
372,372,0,0,ff0b,ffff,00fe0118,0
373,373,0,0,ff0b,ffff,fe01fe18,1
374,374,0,0,ff0b,ffff,fe01fe18,0
375,375,0,0,ff0b,ffff,fe01fe18,0
376,376,0,0,ff0b,ffff,fe01fe18,0
377,377,0,0,ff0b,ffff,fd02fd14,1
378,378,0,0,ff0b,ffff,fd02fd14,0
379,379,0,0,ff0b,ffff,fd02fd14,0
380,380,0,0,ff0b,ffff,fd02fd14,0
381,381,0,0,ff0b,ffff,fd02fd14,0
382,382,0,0,ff0b,ffff,fdfffd19,1
383,383,0,0,ff0b,ffff,fdfffd19,0
384,384,0,0,ff0b,ffff,fdfffd19,0
385,385,0,0,ff0b,ffff,fdfffd19,0
386,386,0,0,ff0b,ffff,fdfffd19,0
387,387,0,1,ff0b,00ff,fd02fc16,1
388,388,0,0,ff0b,00ff,fd02fc16,0
389,389,0,0,ff0b,00ff,fd02fc16,0
390,390,0,0,ff0b,00ff,fd02fc16,0
391,391,0,0,ff0b,00ff,ffff0315,1
392,392,0,0,ff0b,00ff,ffff0315,0
393,393,0,0,ff0b,00ff,ffff0315,0
394,394,0,0,ff0b,00ff,ffff0315,0
395,395,0,0,ff0b,00ff,ffff0315,0
396,396,0,0,ff0b,00ff,00fffe17,1
397,397,0,0,ff0b,00ff,00fffe17,0
398,398,0,0,ff0b,00ff,00fffe17,0
399,399,0,0,ff0b,00ff,00fffe17,0
400,400,0,0,ff0b,00ff,02fffb15,1
401,401,0,0,ff0b,00ff,02fffb15,0
402,402,0,0,ff0b,00ff,02fffb15,0
403,403,0,0,ff0b,00ff,02fffb15,0
404,404,0,0,ff0b,00ff,02fffb15,0
405,405,0,0,ff0b,00ff,fe00fd15,1
406,406,0,0,ff0b,00ff,fe00fd15,0
407,407,0,0,ff0b,00ff,fe00fd15,0
408,408,0,0,ff0b,00ff,fe00fd15,0
409,409,0,0,ff0b,00ff,fe00fd15,0
410,410,0,0,ff0b,00ff,fd000317,1
411,411,0,0,ff0b,00ff,fd000317,0
412,412,0,0,ff0b,00ff,fd000317,0
413,413,0,0,ff0b,00ff,fd000317,0
414,414,0,0,ff0b,00ff,fe000018,1
415,415,0,0,ff0b,00ff,fe000018,0
416,416,0,0,ff0b,00ff,fe000018,0
417,417,0,0,ff0b,00ff,fe000018,0
418,418,0,0,ff0b,00ff,fe000018,0
419,419,0,0,ff0b,00ff,fefefe18,1
420,420,0,0,ff0b,00ff,fefefe18,0
421,421,0,0,ff0b,00ff,fefefe18,0
422,422,0,0,ff0b,00ff,fefefe18,0
423,423,0,0,ff0b,00ff,fc00fe12,1
424,424,0,0,ff0b,00ff,fc00fe12,0
425,425,0,0,ff0b,00ff,fc00fe12,0
426,426,0,0,ff0b,00ff,fc00fe12,0
427,427,0,0,ff0b,00ff,fc00fe12,0
428,428,0,0,ff0b,00ff,0001fe16,1
429,429,0,0,ff0b,00ff,0001fe16,0
430,430,0,0,ff0b,00ff,0001fe16,0
431,431,0,0,ff0b,00ff,0001fe16,0
432,432,0,0,ff0b,00ff,ff01fe14,1
433,433,0,0,ff0b,00ff,ff01fe14,0
434,434,0,0,ff0b,00ff,ff01fe14,0
435,435,0,0,ff0b,00ff,ff01fe14,0
436,436,0,0,ff0b,00ff,ff01fe14,0
437,437,0,0,ff0b,00ff,0100ff16,1
438,438,0,0,ff0b,00ff,0100ff16,0
439,439,0,0,ff0b,00ff,0100ff16,0
440,440,0,0,ff0b,00ff,0100ff16,0
441,441,0,0,ff0b,00ff,0100ff16,0
442,442,0,0,ff0b,00ff,0003fe18,1
443,443,0,0,ff0b,00ff,0003fe18,0
444,444,0,0,ff0b,00ff,0003fe18,0
445,445,0,0,ff0b,00ff,0003fe18,0
446,446,0,0,ff0b,00ff,fe020117,1
447,447,0,0,ff0b,00ff,fe020117,0
448,448,0,0,ff0b,00ff,fe020117,0
449,449,0,0,ff0b,00ff,fe020117,0
450,450,0,0,ff0b,00ff,fe020117,0
451,451,0,0,ff0b,00ff,0302fe19,1
452,452,0,0,ff0b,00ff,0302fe19,0
453,453,0,0,ff0b,00ff,0302fe19,0
454,454,0,0,ff0b,00ff,0302fe19,0
455,455,0,0,ff0b,00ff,ff010217,1
456,456,0,0,ff0b,00ff,ff010217,0
457,457,0,0,ff0b,00ff,ff010217,0
458,458,0,0,ff0b,00ff,ff010217,0
459,459,0,0,ff0b,00ff,ff010217,0
460,460,0,0,ff0b,00ff,ff01fe17,1
461,461,0,0,ff0b,00ff,ff01fe17,0
462,462,0,0,ff0b,00ff,ff01fe17,0
463,463,0,0,ff0b,00ff,ff01fe17,0
464,464,0,0,ff0b,00ff,ffff0017,1
465,465,0,0,ff0b,00ff,ffff0017,0
466,466,0,0,ff0b,00ff,ffff0017,0
467,467,0,0,ff0b,00ff,ffff0017,0
468,468,0,0,ff0b,00ff,ffff0017,0
469,469,0,0,ff0b,00ff,00fe0015,1
470,470,0,0,ff0b,00ff,00fe0015,0
471,471,0,0,ff0b,00ff,00fe0015,0
472,472,0,0,ff0b,00ff,00fe0015,0
473,473,0,0,ff0b,00ff,00fe0015,0
474,474,0,0,ff0b,00ff,fffffd14,1
475,475,0,0,ff0b,00ff,fffffd14,0
476,476,0,0,ff0b,00ff,fffffd14,0
477,477,0,0,ff0b,00ff,fffffd14,0
478,478,0,1,fff8,ffff,00fffe1a,1
479,479,0,0,fff8,ffff,00fffe1a,0
480,480,0,0,fff8,ffff,00fffe1a,0
481,481,0,0,fff8,ffff,00fffe1a,0
482,482,0,0,fff8,ffff,00fffe1a,0
483,483,0,0,fff8,ffff,0302fd18,1
484,484,0,0,fff8,ffff,0302fd18,0
485,485,0,0,fff8,ffff,0302fd18,0
486,486,0,0,fff8,ffff,0302fd18,0
487,487,0,0,fff8,ffff,0302f916,1
488,488,0,0,fff8,ffff,0302f916,0
489,489,0,0,fff8,ffff,0302f916,0
490,490,0,0,fff8,ffff,0302f916,0
491,491,0,0,fff8,ffff,0302f916,0
492,492,0,0,fff8,ffff,00fffe16,1
493,493,0,0,fff8,ffff,00fffe16,0
494,494,0,0,fff8,ffff,00fffe16,0
495,495,0,0,fff8,ffff,00fffe16,0
496,496,0,0,fff8,ffff,00fffc14,1
497,497,0,0,fff8,ffff,00fffc14,0
498,498,0,0,fff8,ffff,00fffc14,0
499,499,0,0,fff8,ffff,00fffc14,0
500,500,0,0,fff8,ffff,00fffc14,0
501,501,0,0,fff8,ffff,00fd0017,1
502,502,0,0,fff8,ffff,00fd0017,0
503,503,0,0,fff8,ffff,00fd0017,0
504,504,0,0,fff8,ffff,00fd0017,0
505,505,0,0,fff8,ffff,00fd0017,0
506,506,0,0,fff8,ffff,00fefa16,1
507,507,0,0,fff8,ffff,00fefa16,0
508,508,0,0,fff8,ffff,00fefa16,0
509,509,0,0,fff8,ffff,00fefa16,0
510,510,0,0,fff8,ffff,02fffd17,1
511,511,0,0,fff8,ffff,02fffd17,0
512,512,1,0,fff8,ffff,02fffd17,0
513,513,0,0,fff8,ffff,02fffd17,0
514,514,0,0,fff8,ffff,02fffd17,0
515,515,0,0,fff8,ffff,00fffd19,1
516,516,0,0,fff8,ffff,00fffd19,0
517,517,0,0,fff8,ffff,00fffd19,0
518,518,0,0,fff8,ffff,00fffd19,0
519,519,0,0,fff8,ffff,ff020117,1
520,520,0,0,fff8,ffff,ff020117,0
521,521,0,0,fff8,ffff,ff020117,0
522,522,0,0,fff8,ffff,ff020117,0
523,523,0,0,fff8,ffff,ff020117,0
524,524,0,0,fff8,ffff,01fe0116,1
525,525,0,0,fff8,ffff,01fe0116,0
526,526,0,0,fff8,ffff,01fe0116,0
527,527,0,0,fff8,ffff,01fe0116,0
528,528,0,0,fff8,ffff,01fe0116,0
529,529,0,0,fff8,ffff,fd01ff15,1
530,530,0,0,fff8,ffff,fd01ff15,0
531,531,0,0,fff8,ffff,fd01ff15,0
532,532,0,0,fff8,ffff,fd01ff15,0
533,533,0,0,fff8,ffff,fefffc17,1
534,534,0,0,fff8,ffff,fefffc17,0
535,535,0,0,fff8,ffff,fefffc17,0
536,536,0,0,fff8,ffff,fefffc17,0
537,537,0,0,fff8,ffff,fefffc17,0
538,538,0,0,fff8,ffff,fe00fe19,1
539,539,0,0,fff8,ffff,fe00fe19,0
540,540,0,0,fff8,ffff,fe00fe19,0
541,541,0,0,fff8,ffff,fe00fe19,0
542,542,0,0,fff8,ffff,fcfffb13,1
543,543,0,0,fff8,ffff,fcfffb13,0
544,544,0,0,fff8,ffff,fcfffb13,0
545,545,0,0,fff8,ffff,fcfffb13,0
546,546,0,0,fff8,ffff,fcfffb13,0
547,547,0,0,fff8,ffff,fcfefc15,1
548,548,0,0,fff8,ffff,fcfefc15,0
549,549,0,0,fff8,ffff,fcfefc15,0
550,550,0,0,fff8,ffff,fcfefc15,0
551,551,0,0,fff8,ffff,0000f915,1
552,552,0,0,fff8,ffff,0000f915,0
553,553,0,0,fff8,ffff,0000f915,0
554,554,0,0,fff8,ffff,0000f915,0
555,555,0,0,fff8,ffff,0000f915,0
556,556,0,0,fff8,ffff,fefc0017,1
557,557,0,0,fff8,ffff,fefc0017,0
558,558,0,0,fff8,ffff,fefc0017,0
559,559,0,0,fff8,ffff,fefc0017,0
560,560,0,0,fff8,ffff,fefc0017,0
561,561,0,0,fff8,ffff,00fffb14,1
562,562,0,0,fff8,ffff,00fffb14,0
563,563,0,0,fff8,ffff,00fffb14,0
564,564,0,0,fff8,ffff,00fffb14,0
565,565,0,0,fff8,ffff,0100ff18,1
566,566,0,0,fff8,ffff,0100ff18,0
567,567,0,0,fff8,ffff,0100ff18,0
568,568,0,0,fff8,ffff,0100ff18,0
569,569,0,0,fff8,ffff,0100ff18,0
570,570,0,1,fef2,ffff,0200fb17,1
571,571,0,0,fef2,ffff,0200fb17,0
572,572,0,0,fef2,ffff,0200fb17,0
573,573,0,0,fef2,ffff,0200fb17,0
574,574,0,0,fef2,ffff,ff03fd15,1
575,575,0,0,fef2,ffff,ff03fd15,0
576,576,0,0,fef2,ffff,ff03fd15,0
577,577,0,0,fef2,ffff,ff03fd15,0
578,578,0,0,fef2,ffff,ff03fd15,0
579,579,0,0,fef2,ffff,00fffd17,1
580,580,0,0,fef2,ffff,00fffd17,0
581,581,0,0,fef2,ffff,00fffd17,0
582,582,0,0,fef2,ffff,00fffd17,0
583,583,0,0,fef2,ffff,04fcfb18,1
584,584,0,0,fef2,ffff,04fcfb18,0
585,585,0,0,fef2,ffff,04fcfb18,0
586,586,0,0,fef2,ffff,04fcfb18,0
587,587,0,0,fef2,ffff,04fcfb18,0
588,588,0,0,fef2,ffff,ff00f913,1
589,589,0,0,fef2,ffff,ff00f913,0
590,590,0,0,fef2,ffff,ff00f913,0
591,591,0,0,fef2,ffff,ff00f913,0
592,592,0,0,fef2,ffff,ff00f913,0
593,593,0,0,fef2,ffff,0100ff17,1
594,594,0,0,fef2,ffff,0100ff17,0
595,595,0,0,fef2,ffff,0100ff17,0
596,596,0,0,fef2,ffff,0100ff17,0
