Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acq_data_fifo_m_axis_tvalid,i_system_wrapper/system_i/acq_l1_data_slice_Dout[15:0],i_system_wrapper/system_i/acq_l5_data_slice_Dout[15:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tdata[31:0],i_system_wrapper/system_i/trk_data_fifo_m_axis_tvalid
195,195,0,0,f8f6,ffff,0100f4e8,0
196,196,0,0,f8f6,ffff,0100f4e8,0
197,197,0,0,f8f6,ffff,0001f1ee,1
198,198,0,0,f8f6,ffff,0001f1ee,0
199,199,0,0,f8f6,ffff,0001f1ee,0
200,200,0,0,f8f6,ffff,0001f1ee,0
201,201,0,0,f8f6,ffff,fd01eeef,1
202,202,0,0,f8f6,ffff,fd01eeef,0
203,203,0,0,f8f6,ffff,fd01eeef,0
204,204,0,0,f8f6,ffff,fd01eeef,0
205,205,0,0,f8f6,ffff,fd01eeef,0
206,206,0,0,f8f6,ffff,fefef5ec,1
207,207,0,0,f8f6,ffff,fefef5ec,0
208,208,0,0,f8f6,ffff,fefef5ec,0
209,209,0,0,f8f6,ffff,fefef5ec,0
210,210,0,0,f8f6,ffff,fefef5ec,0
211,211,0,0,f8f6,ffff,00fff5eb,1
212,212,0,0,f8f6,ffff,00fff5eb,0
213,213,0,0,f8f6,ffff,00fff5eb,0
214,214,0,0,f8f6,ffff,00fff5eb,0
215,215,0,0,f8f6,ffff,00fdf4ec,1
216,216,0,0,f8f6,ffff,00fdf4ec,0
217,217,0,0,f8f6,ffff,00fdf4ec,0
218,218,0,0,f8f6,ffff,00fdf4ec,0
219,219,0,0,f8f6,ffff,00fdf4ec,0
220,220,0,1,faf7,ff00,0002f3ea,1
221,221,0,0,faf7,ff00,0002f3ea,0
222,222,0,0,faf7,ff00,0002f3ea,0
223,223,0,0,faf7,ff00,0002f3ea,0
224,224,0,0,faf7,ff00,fffff1f1,1
225,225,0,0,faf7,ff00,fffff1f1,0
226,226,0,0,faf7,ff00,fffff1f1,0
227,227,0,0,faf7,ff00,fffff1f1,0
228,228,0,0,faf7,ff00,fffff1f1,0
229,229,0,0,faf7,ff00,0100f7eb,1
230,230,0,0,faf7,ff00,0100f7eb,0
231,231,0,0,faf7,ff00,0100f7eb,0
232,232,0,0,faf7,ff00,0100f7eb,0
233,233,0,0,faf7,ff00,fc01f6ed,1
234,234,0,0,faf7,ff00,fc01f6ed,0
235,235,0,0,faf7,ff00,fc01f6ed,0
236,236,0,0,faf7,ff00,fc01f6ed,0
237,237,0,0,faf7,ff00,fc01f6ed,0
238,238,0,0,faf7,ff00,03fef2ee,1
239,239,0,0,faf7,ff00,03fef2ee,0
240,240,0,0,faf7,ff00,03fef2ee,0
241,241,0,0,faf7,ff00,03fef2ee,0
242,242,0,0,faf7,ff00,03fef2ee,0
243,243,0,0,faf7,ff00,fdfef3ef,1
244,244,0,0,faf7,ff00,fdfef3ef,0
245,245,0,0,faf7,ff00,fdfef3ef,0
246,246,0,0,faf7,ff00,fdfef3ef,0
247,247,0,0,faf7,ff00,fefff3eb,1
248,248,0,0,faf7,ff00,fefff3eb,0
249,249,0,0,faf7,ff00,fefff3eb,0
250,250,0,0,faf7,ff00,fefff3eb,0
251,251,0,0,faf7,ff00,fefff3eb,0
252,252,0,0,faf7,ff00,02fef2ef,1
253,253,0,0,faf7,ff00,02fef2ef,0
254,254,0,0,faf7,ff00,02fef2ef,0
255,255,0,0,faf7,ff00,02fef2ef,0
256,256,0,0,faf7,ff00,0004f4ea,1
257,257,0,0,faf7,ff00,0004f4ea,0
258,258,0,0,faf7,ff00,0004f4ea,0
259,259,0,0,faf7,ff00,0004f4ea,0
260,260,0,0,faf7,ff00,0004f4ea,0
261,261,0,0,faf7,ff00,0104f2ee,1
262,262,0,0,faf7,ff00,0104f2ee,0
263,263,0,0,faf7,ff00,0104f2ee,0
264,264,0,0,faf7,ff00,0104f2ee,0
265,265,0,0,faf7,ff00,ff01f5ec,1
266,266,0,0,faf7,ff00,ff01f5ec,0
267,267,0,0,faf7,ff00,ff01f5ec,0
268,268,0,0,faf7,ff00,ff01f5ec,0
269,269,0,0,faf7,ff00,ff01f5ec,0
270,270,0,0,faf7,ff00,01fef4ee,1
271,271,0,0,faf7,ff00,01fef4ee,0
272,272,0,0,faf7,ff00,01fef4ee,0
273,273,0,0,faf7,ff00,01fef4ee,0
274,274,0,0,faf7,ff00,01fef4ee,0
275,275,0,0,faf7,ff00,00fff5eb,1
276,276,0,0,faf7,ff00,00fff5eb,0
277,277,0,0,faf7,ff00,00fff5eb,0
278,278,0,0,faf7,ff00,00fff5eb,0
279,279,0,0,faf7,ff00,0001f4ea,1
280,280,0,0,faf7,ff00,0001f4ea,0
281,281,0,0,faf7,ff00,0001f4ea,0
282,282,0,0,faf7,ff00,0001f4ea,0
283,283,0,0,faf7,ff00,0001f4ea,0
284,284,0,0,faf7,ff00,fe01f5ed,1
285,285,0,0,faf7,ff00,fe01f5ed,0
286,286,0,0,faf7,ff00,fe01f5ed,0
287,287,0,0,faf7,ff00,fe01f5ed,0
288,288,0,0,faf7,ff00,ff00f2ed,1
289,289,0,0,faf7,ff00,ff00f2ed,0
290,290,0,0,faf7,ff00,ff00f2ed,0
291,291,0,0,faf7,ff00,ff00f2ed,0
292,292,0,0,faf7,ff00,ff00f2ed,0
293,293,0,0,faf7,ff00,00fef5eb,1
294,294,0,0,faf7,ff00,00fef5eb,0
295,295,0,0,faf7,ff00,00fef5eb,0
296,296,0,0,faf7,ff00,00fef5eb,0
297,297,0,0,faf7,ff00,00fef5eb,0
298,298,0,0,faf7,ff00,ff01f4ed,1
299,299,0,0,faf7,ff00,ff01f4ed,0
300,300,0,0,faf7,ff00,ff01f4ed,0
301,301,0,0,faf7,ff00,ff01f4ed,0
302,302,0,0,faf7,ff00,0002f9ea,1
303,303,0,0,faf7,ff00,0002f9ea,0
304,304,0,0,faf7,ff00,0002f9ea,0
305,305,0,0,faf7,ff00,0002f9ea,0
306,306,0,0,faf7,ff00,0002f9ea,0
307,307,0,0,faf7,ff00,fe01f4ec,1
308,308,0,0,faf7,ff00,fe01f4ec,0
309,309,0,0,faf7,ff00,fe01f4ec,0
310,310,0,0,faf7,ff00,fe01f4ec,0
311,311,0,1,0507,ff00,01fff0ec,1
312,312,0,0,0507,ff00,01fff0ec,0
313,313,0,0,0507,ff00,01fff0ec,0
314,314,0,0,0507,ff00,01fff0ec,0
315,315,0,0,0507,ff00,01fff0ec,0
316,316,0,0,0507,ff00,0000f5ee,1
317,317,0,0,0507,ff00,0000f5ee,0
318,318,0,0,0507,ff00,0000f5ee,0
319,319,0,0,0507,ff00,0000f5ee,0
320,320,0,0,0507,ff00,0102f6ea,1
321,321,0,0,0507,ff00,0102f6ea,0
322,322,0,0,0507,ff00,0102f6ea,0
323,323,0,0,0507,ff00,0102f6ea,0
324,324,0,0,0507,ff00,0102f6ea,0
325,325,0,0,0507,ff00,ff01f4f0,1
326,326,0,0,0507,ff00,ff01f4f0,0
327,327,0,0,0507,ff00,ff01f4f0,0
328,328,0,0,0507,ff00,ff01f4f0,0
329,329,0,0,0507,ff00,ff01f4f0,0
330,330,0,0,0507,ff00,fe02f4e7,1
331,331,0,0,0507,ff00,fe02f4e7,0
332,332,0,0,0507,ff00,fe02f4e7,0
333,333,0,0,0507,ff00,fe02f4e7,0
334,334,0,0,0507,ff00,00fdf2ed,1
335,335,0,0,0507,ff00,00fdf2ed,0
336,336,0,0,0507,ff00,00fdf2ed,0
337,337,0,0,0507,ff00,00fdf2ed,0
338,338,0,0,0507,ff00,00fdf2ed,0
339,339,0,0,0507,ff00,0000f5ea,1
340,340,0,0,0507,ff00,0000f5ea,0
341,341,0,0,0507,ff00,0000f5ea,0
342,342,0,0,0507,ff00,0000f5ea,0
343,343,0,0,0507,ff00,fd00f5ee,1
344,344,0,0,0507,ff00,fd00f5ee,0
345,345,0,0,0507,ff00,fd00f5ee,0
346,346,0,0,0507,ff00,fd00f5ee,0
347,347,0,0,0507,ff00,fd00f5ee,0
348,348,0,0,0507,ff00,fcfdf4ed,1
349,349,0,0,0507,ff00,fcfdf4ed,0
350,350,0,0,0507,ff00,fcfdf4ed,0
351,351,0,0,0507,ff00,fcfdf4ed,0
352,352,0,0,0507,ff00,fe00f5eb,1
353,353,0,0,0507,ff00,fe00f5eb,0
354,354,0,0,0507,ff00,fe00f5eb,0
355,355,0,0,0507,ff00,fe00f5eb,0
356,356,0,0,0507,ff00,fe00f5eb,0
357,357,0,0,0507,ff00,00fff5ea,1
358,358,0,0,0507,ff00,00fff5ea,0
359,359,0,0,0507,ff00,00fff5ea,0
360,360,0,0,0507,ff00,00fff5ea,0
361,361,0,0,0507,ff00,00fff5ea,0
362,362,0,0,0507,ff00,0100f5ef,1
363,363,0,0,0507,ff00,0100f5ef,0
364,364,0,0,0507,ff00,0100f5ef,0
365,365,0,0,0507,ff00,0100f5ef,0
366,366,0,0,0507,ff00,0200f1e8,1
367,367,0,0,0507,ff00,0200f1e8,0
368,368,0,0,0507,ff00,0200f1e8,0
369,369,0,0,0507,ff00,0200f1e8,0
370,370,0,0,0507,ff00,0200f1e8,0
371,371,0,0,0507,ff00,0000f6ed,1
372,372,0,0,0507,ff00,0000f6ed,0
373,373,0,0,0507,ff00,0000f6ed,0
374,374,0,0,0507,ff00,0000f6ed,0
375,375,0,0,0507,ff00,00fef5e9,1
376,376,0,0,0507,ff00,00fef5e9,0
377,377,0,0,0507,ff00,00fef5e9,0
378,378,0,0,0507,ff00,00fef5e9,0
379,379,0,0,0507,ff00,00fef5e9,0
380,380,0,0,0507,ff00,01fff2f1,1
381,381,0,0,0507,ff00,01fff2f1,0
382,382,0,0,0507,ff00,01fff2f1,0
383,383,0,0,0507,ff00,01fff2f1,0
384,384,0,0,0507,ff00,01fff2f1,0
385,385,0,0,0507,ff00,ff06f3ec,1
386,386,0,0,0507,ff00,ff06f3ec,0
387,387,0,0,0507,ff00,ff06f3ec,0
388,388,0,0,0507,ff00,ff06f3ec,0
389,389,0,0,0507,ff00,fffef3ed,1
390,390,0,0,0507,ff00,fffef3ed,0
391,391,0,0,0507,ff00,fffef3ed,0
392,392,0,0,0507,ff00,fffef3ed,0
393,393,0,0,0507,ff00,fffef3ed,0
394,394,0,0,0507,ff00,01fdf5ea,1
395,395,0,0,0507,ff00,01fdf5ea,0
396,396,0,0,0507,ff00,01fdf5ea,0
397,397,0,0,0507,ff00,01fdf5ea,0
398,398,0,0,0507,ff00,03fff3ed,1
399,399,0,0,0507,ff00,03fff3ed,0
400,400,0,0,0507,ff00,03fff3ed,0
401,401,0,0,0507,ff00,03fff3ed,0
402,402,0,0,0507,ff00,03fff3ed,0
403,403,0,1,0508,00ff,02fdf4eb,1
404,404,0,0,0508,00ff,02fdf4eb,0
405,405,0,0,0508,00ff,02fdf4eb,0
406,406,0,0,0508,00ff,02fdf4eb,0
407,407,0,0,0508,00ff,0101f3ee,1
408,408,0,0,0508,00ff,0101f3ee,0
409,409,0,0,0508,00ff,0101f3ee,0
410,410,0,0,0508,00ff,0101f3ee,0
411,411,0,0,0508,00ff,0101f3ee,0
412,412,0,0,0508,00ff,0000f7ed,1
413,413,0,0,0508,00ff,0000f7ed,0
414,414,0,0,0508,00ff,0000f7ed,0
415,415,0,0,0508,00ff,0000f7ed,0
416,416,0,0,0508,00ff,0000f7ed,0
417,417,0,0,0508,00ff,fffdf5f0,1
418,418,0,0,0508,00ff,fffdf5f0,0
419,419,0,0,0508,00ff,fffdf5f0,0
420,420,0,0,0508,00ff,fffdf5f0,0
421,421,0,0,0508,00ff,fe02f2ed,1
422,422,0,0,0508,00ff,fe02f2ed,0
423,423,0,0,0508,00ff,fe02f2ed,0
424,424,0,0,0508,00ff,fe02f2ed,0
425,425,0,0,0508,00ff,fe02f2ed,0
426,426,0,0,0508,00ff,01fff6f0,1
427,427,0,0,0508,00ff,01fff6f0,0
428,428,0,0,0508,00ff,01fff6f0,0
429,429,0,0,0508,00ff,01fff6f0,0
430,430,0,0,0508,00ff,0100f2ee,1
431,431,0,0,0508,00ff,0100f2ee,0
432,432,0,0,0508,00ff,0100f2ee,0
433,433,0,0,0508,00ff,0100f2ee,0
434,434,0,0,0508,00ff,0100f2ee,0
435,435,0,0,0508,00ff,fefff2ee,1
436,436,0,0,0508,00ff,fefff2ee,0
437,437,0,0,0508,00ff,fefff2ee,0
438,438,0,0,0508,00ff,fefff2ee,0
439,439,0,0,0508,00ff,0002f1ea,1
440,440,0,0,0508,00ff,0002f1ea,0
441,441,0,0,0508,00ff,0002f1ea,0
442,442,0,0,0508,00ff,0002f1ea,0
443,443,0,0,0508,00ff,0002f1ea,0
444,444,0,0,0508,00ff,fefff2ec,1
445,445,0,0,0508,00ff,fefff2ec,0
446,446,0,0,0508,00ff,fefff2ec,0
447,447,0,0,0508,00ff,fefff2ec,0
448,448,0,0,0508,00ff,fefff2ec,0
449,449,0,0,0508,00ff,fe03f5eb,1
450,450,0,0,0508,00ff,fe03f5eb,0
451,451,0,0,0508,00ff,fe03f5eb,0
452,452,0,0,0508,00ff,fe03f5eb,0
453,453,0,0,0508,00ff,fb01f5ee,1
454,454,0,0,0508,00ff,fb01f5ee,0
455,455,0,0,0508,00ff,fb01f5ee,0
456,456,0,0,0508,00ff,fb01f5ee,0
457,457,0,0,0508,00ff,fb01f5ee,0
458,458,0,0,0508,00ff,fe02f5e7,1
459,459,0,0,0508,00ff,fe02f5e7,0
460,460,0,0,0508,00ff,fe02f5e7,0
461,461,0,0,0508,00ff,fe02f5e7,0
462,462,0,0,0508,00ff,0000f7ed,1
463,463,0,0,0508,00ff,0000f7ed,0
464,464,0,0,0508,00ff,0000f7ed,0
465,465,0,0,0508,00ff,0000f7ed,0
466,466,0,0,0508,00ff,0000f7ed,0
467,467,0,0,0508,00ff,fe02f3ed,1
468,468,0,0,0508,00ff,fe02f3ed,0
469,469,0,0,0508,00ff,fe02f3ed,0
470,470,0,0,0508,00ff,fe02f3ed,0
471,471,0,0,0508,00ff,fefff0ed,1
472,472,0,0,0508,00ff,fefff0ed,0
473,473,0,0,0508,00ff,fefff0ed,0
474,474,0,0,0508,00ff,fefff0ed,0
475,475,0,0,0508,00ff,fefff0ed,0
476,476,0,0,0508,00ff,03fdf4ee,1
477,477,0,0,0508,00ff,03fdf4ee,0
478,478,0,0,0508,00ff,03fdf4ee,0
479,479,0,0,0508,00ff,03fdf4ee,0
480,480,0,0,0508,00ff,03fdf4ee,0
481,481,0,0,0508,00ff,fc00f5f0,1
482,482,0,0,0508,00ff,fc00f5f0,0
483,483,0,0,0508,00ff,fc00f5f0,0
484,484,0,0,0508,00ff,fc00f5f0,0
485,485,0,0,0508,00ff,fffdf8eb,1
486,486,0,0,0508,00ff,fffdf8eb,0
487,487,0,0,0508,00ff,fffdf8eb,0
488,488,0,0,0508,00ff,fffdf8eb,0
489,489,0,0,0508,00ff,fffdf8eb,0
490,490,0,0,0508,00ff,fffff2ed,1
491,491,0,0,0508,00ff,fffff2ed,0
492,492,0,0,0508,00ff,fffff2ed,0
493,493,0,0,0508,00ff,fffff2ed,0
494,494,0,1,faf7,ffff,fd02f6ec,1
495,495,0,0,faf7,ffff,fd02f6ec,0
496,496,0,0,faf7,ffff,fd02f6ec,0
497,497,0,0,faf7,ffff,fd02f6ec,0
498,498,0,0,faf7,ffff,fd02f6ec,0
499,499,0,0,faf7,ffff,0102f5ec,1
500,500,0,0,faf7,ffff,0102f5ec,0
501,501,0,0,faf7,ffff,0102f5ec,0
502,502,0,0,faf7,ffff,0102f5ec,0
503,503,0,0,faf7,ffff,0102f5ec,0
504,504,0,0,faf7,ffff,fffef5e9,1
505,505,0,0,faf7,ffff,fffef5e9,0
506,506,0,0,faf7,ffff,fffef5e9,0
507,507,0,0,faf7,ffff,fffef5e9,0
508,508,0,0,faf7,ffff,fefff3eb,1
509,509,0,0,faf7,ffff,fefff3eb,0
510,510,0,0,faf7,ffff,fefff3eb,0
511,511,0,0,faf7,ffff,fefff3eb,0
512,512,1,0,faf7,ffff,fefff3eb,0
513,513,0,0,faf7,ffff,fd02f2e9,1
514,514,0,0,faf7,ffff,fd02f2e9,0
515,515,0,0,faf7,ffff,fd02f2e9,0
516,516,0,0,faf7,ffff,fd02f2e9,0
517,517,0,0,faf7,ffff,fc00f3ee,1
518,518,0,0,faf7,ffff,fc00f3ee,0
519,519,0,0,faf7,ffff,fc00f3ee,0
520,520,0,0,faf7,ffff,fc00f3ee,0
521,521,0,0,faf7,ffff,fc00f3ee,0
522,522,0,0,faf7,ffff,0000fae7,1
523,523,0,0,faf7,ffff,0000fae7,0
524,524,0,0,faf7,ffff,0000fae7,0
525,525,0,0,faf7,ffff,0000fae7,0
526,526,0,0,faf7,ffff,fdfff4eb,1
527,527,0,0,faf7,ffff,fdfff4eb,0
528,528,0,0,faf7,ffff,fdfff4eb,0
529,529,0,0,faf7,ffff,fdfff4eb,0
530,530,0,0,faf7,ffff,fdfff4eb,0
531,531,0,0,faf7,ffff,fffdf4f1,1
532,532,0,0,faf7,ffff,fffdf4f1,0
533,533,0,0,faf7,ffff,fffdf4f1,0
534,534,0,0,faf7,ffff,fffdf4f1,0
535,535,0,0,faf7,ffff,fffdf4f1,0
536,536,0,0,faf7,ffff,01fff5ed,1
