Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0]
1012,1012,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1013,1013,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1014,1014,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1015,1015,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1016,1016,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1017,1017,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1018,1018,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1019,1019,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1020,1020,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1021,1021,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1022,1022,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1023,1023,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1024,1024,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1025,1025,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1026,1026,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1027,1027,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1028,1028,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1029,1029,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1030,1030,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1031,1031,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1032,1032,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1033,1033,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1034,1034,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1035,1035,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1036,1036,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1037,1037,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1038,1038,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1039,1039,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1040,1040,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1041,1041,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1042,1042,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1043,1043,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1044,1044,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1045,1045,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1046,1046,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1047,1047,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1048,1048,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1049,1049,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1050,1050,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1051,1051,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1052,1052,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1053,1053,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1054,1054,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1055,1055,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1056,1056,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1057,1057,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1058,1058,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1059,1059,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1060,1060,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1061,1061,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1062,1062,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1063,1063,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1064,1064,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1065,1065,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1066,1066,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1067,1067,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1068,1068,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1069,1069,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1070,1070,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1071,1071,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1072,1072,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1073,1073,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1074,1074,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1075,1075,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1076,1076,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1077,1077,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1078,1078,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1079,1079,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1080,1080,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1081,1081,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1082,1082,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1083,1083,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1084,1084,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1085,1085,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1086,1086,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1087,1087,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1088,1088,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1089,1089,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1090,1090,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1091,1091,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1092,1092,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1093,1093,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1094,1094,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1095,1095,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1096,1096,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1097,1097,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1098,1098,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1099,1099,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1100,1100,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1101,1101,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1102,1102,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1103,1103,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1104,1104,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1105,1105,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1106,1106,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1107,1107,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1108,1108,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1109,1109,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1110,1110,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1111,1111,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1112,1112,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1113,1113,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1114,1114,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1115,1115,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1116,1116,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1117,1117,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1118,1118,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1119,1119,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1120,1120,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1121,1121,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1122,1122,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1123,1123,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1124,1124,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1125,1125,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1126,1126,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1127,1127,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1128,1128,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1129,1129,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1130,1130,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1131,1131,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1132,1132,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1133,1133,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1134,1134,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1135,1135,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1136,1136,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1137,1137,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1138,1138,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1139,1139,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1140,1140,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1141,1141,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1142,1142,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1143,1143,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1144,1144,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1145,1145,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1146,1146,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1147,1147,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1148,1148,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1149,1149,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1150,1150,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1151,1151,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1152,1152,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1153,1153,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1154,1154,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1155,1155,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1156,1156,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1157,1157,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1158,1158,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1159,1159,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1160,1160,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1161,1161,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1162,1162,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1163,1163,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1164,1164,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1165,1165,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1166,1166,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1167,1167,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1168,1168,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1169,1169,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1170,1170,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1171,1171,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1172,1172,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1173,1173,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1174,1174,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1175,1175,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1176,1176,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1177,1177,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1178,1178,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1179,1179,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1180,1180,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1181,1181,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1182,1182,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1183,1183,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1184,1184,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1185,1185,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1186,1186,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1187,1187,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1188,1188,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1189,1189,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1190,1190,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1191,1191,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1192,1192,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1193,1193,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1194,1194,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
1195,1195,0,3,0,"ST_IFFT",1,1,3,01000,1,0,000c,0,0,0,4022474071,0,0,00000000,0,0,0,0ff0,4022474071
